"elpd_diff","se_diff","elpd","se_elpd","p","se_p","ic","se_ic","variable","variable.label","criterion","model","best.model","model.label"
0,0,44.09278499,18.41719389,11.20182824,5.90258244,-88.18556999,36.83438779,"mg.meq","Mg (meq/100 g)","WAIC","simple","Yes","Fixed effects only"
-0.860826527,0.323863053,43.23195847,18.35292648,12.45758559,6.311070283,-86.46391693,36.70585295,"mg.meq","Mg (meq/100 g)","WAIC","strip.random","No","Strip random effects"
-1.414202515,1.790372374,42.67858248,19.29977514,16.05660098,7.542361124,-85.35716496,38.59955028,"mg.meq","Mg (meq/100 g)","WAIC","strip.plot.random","No","Strip and plot random effects"
0,0,43.76137844,18.6644471,11.5332348,6.163120592,-87.52275688,37.32889419,"mg.meq","Mg (meq/100 g)","LOO","simple","Yes","Fixed effects only"
-0.992756907,0.329672919,42.76862153,18.6597279,12.92092252,6.628471292,-85.53724306,37.31945579,"mg.meq","Mg (meq/100 g)","LOO","strip.random","No","Strip random effects"
-1.997569586,2.064585767,41.76380885,19.89789091,16.97137461,8.151686941,-83.5276177,39.79578182,"mg.meq","Mg (meq/100 g)","LOO","strip.plot.random","No","Strip and plot random effects"
0,0,-18.36755275,9.8816408,14.37997905,3.685041166,36.7351055,19.7632816,"poc.percent","POC (%)","WAIC","strip.random","Yes","Strip random effects"
0,0,-18.3519083778945,9.90896485874436,14.3265077111346,3.69758946484537,36.703816755789,19.8179297174887,"poc.percent","POC (%)","WAIC","strip.random","Yes","Strip random effects"
-3.509371632,4.210713394,-21.87692438,10.5252774,7.727508559,2.54480352,43.75384876,21.05055481,"poc.percent","POC (%)","WAIC","simple","No","Fixed effects only"
0,0,-18.90123831,10.06388641,14.91366461,3.874142665,37.80247661,20.12777283,"poc.percent","POC (%)","LOO","strip.random","Yes","Strip random effects"
0,0,-18.802100992768,10.0154724962996,14.7767003260081,3.8065088469952,37.6042019855361,20.0309449925991,"poc.percent","POC (%)","LOO","strip.random","Yes","Strip random effects"
-3.104542437,4.275742892,-22.00578074,10.61221166,7.856364923,2.63848233,44.01156149,21.22442333,"poc.percent","POC (%)","LOO","simple","No","Fixed effects only"
0,0,-54.54652155,6.30252177,6.532825673,1.0274331,109.0930431,12.60504354,"g475mm",">= 4.75 mm","WAIC","simple","Yes","Fixed effects only"
-1.251277285,0.481264791,-55.79779884,6.448157066,8.369310838,1.383845345,111.5955977,12.89631413,"g475mm",">= 4.75 mm","WAIC","strip.random","No","Strip random effects"
-2.268409505,0.831734326,-56.81493106,6.565036948,9.907953422,1.61663415,113.6298621,13.1300739,"g475mm",">= 4.75 mm","WAIC","strip.plot.random","No","Strip and plot random effects"
0,0,-54.58836505,6.313026359,6.574669176,1.038646452,109.1767301,12.62605272,"g475mm",">= 4.75 mm","LOO","simple","Yes","Fixed effects only"
-1.367399862,0.512618035,-55.95576492,6.486866253,8.527276919,1.425695141,111.9115298,12.97373251,"g475mm",">= 4.75 mm","LOO","strip.random","No","Strip random effects"
-2.451033932,0.862983529,-57.03939899,6.617155281,10.13242135,1.672405315,114.078798,13.23431056,"g475mm",">= 4.75 mm","LOO","strip.plot.random","No","Strip and plot random effects"
0,0,19.41347156,7.993691495,14.44207891,2.472734332,-38.82694313,15.98738299,"g2mm","2-4.75 mm","WAIC","strip.plot.random","Yes","Strip and plot random effects"
-1.985955817,2.024059735,17.42751575,8.009609901,10.63166906,1.898575593,-34.8550315,16.0192198,"g2mm","2-4.75 mm","WAIC","strip.random","No","Strip random effects"
-4.807677667,3.393579091,14.6057939,6.997763601,6.712052632,1.110518293,-29.21158779,13.9955272,"g2mm","2-4.75 mm","WAIC","simple","No","Fixed effects only"
0,0,18.89555131,8.133635249,14.95999916,2.619759029,-37.79110263,16.2672705,"g2mm","2-4.75 mm","LOO","strip.plot.random","Yes","Strip and plot random effects"
-1.729187585,2.060143572,17.16636373,8.079677727,10.89282108,1.982640473,-34.33272746,16.15935545,"g2mm","2-4.75 mm","LOO","strip.random","No","Strip random effects"
-4.338013911,3.491505395,14.5575374,7.009595549,6.760309127,1.122759478,-29.11507481,14.0191911,"g2mm","2-4.75 mm","LOO","simple","No","Fixed effects only"
