model,model.label,variable,variable.label,variable.mean,treatment,full.treatment.name,posterior.mean,X5,X95,X25,X75
strip.plot.random,Strip and plot random effects,ca,Ca (ppm),6541.288889,R,Reference,6007.910232,5429.815391,6693.986307,5783.252045,6244.460157
simple,Fixed effects only,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,513.8875307,481.968782,548.3779378,501.6286338,528.7226729
simple,Fixed effects only,mg,Mg (ppm),560.5888889,B,Bareroot,557.982105,525.7321153,591.9528747,545.2577584,572.1811248
simple,Fixed effects only,mg,Mg (ppm),560.5888889,C,Seedling,541.1468674,508.9690817,574.8055159,527.9441136,554.6600663
simple,Fixed effects only,mg,Mg (ppm),560.5888889,D,Acorn,548.9952819,517.5894276,583.7918975,536.8147857,563.8301404
simple,Fixed effects only,mg,Mg (ppm),560.5888889,E,Seedbank,526.7130406,494.3282764,560.4271806,515.3401732,542.2734542
simple,Fixed effects only,mg,Mg (ppm),560.5888889,R,Reference,668.1665723,636.0991417,702.2926295,655.9512141,682.6891151
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,511.836456,474.200886,552.8098504,498.7237945,529.9296453
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,B,Bareroot,557.6668662,521.1904082,596.3007842,543.9205923,573.9019756
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,C,Seedling,540.71918,504.373801,579.8373748,526.8184167,557.02737
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,D,Acorn,548.6986136,509.1782421,589.2297882,534.9103606,566.4369988
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,E,Seedbank,526.5406355,490.921216,565.9131199,512.3620259,542.2450705
strip.random,Strip random effects,mg,Mg (ppm),560.5888889,R,Reference,667.8481521,620.5302408,717.7489284,650.5296162,686.6912165
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,A,Balled-and-burlapped,511.5674103,467.7221391,559.2750953,495.2465559,531.0056444
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,B,Bareroot,557.1508724,513.6102165,602.9598006,540.7213961,575.7852156
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,C,Seedling,540.3997804,497.1087984,585.7267814,524.7087901,559.4839527
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,D,Acorn,548.1181381,502.049349,597.2232578,530.9685626,567.5134821
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,E,Seedbank,526.2158402,484.1472287,572.3153385,509.9630192,544.5653546
strip.plot.random,Strip and plot random effects,mg,Mg (ppm),560.5888889,R,Reference,667.6293702,611.4555485,730.2977068,646.5459069,689.654767
simple,Fixed effects only,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,5.126417956,4.879272657,5.380197678,5.032487728,5.237510589
simple,Fixed effects only,som.percent,SOM (%),5.616666667,B,Bareroot,5.567372802,5.322730429,5.826650784,5.472887591,5.676232869
simple,Fixed effects only,som.percent,SOM (%),5.616666667,C,Seedling,5.326506339,5.081377456,5.584553832,5.224276832,5.42941381
simple,Fixed effects only,som.percent,SOM (%),5.616666667,D,Acorn,5.513598596,5.263758546,5.768842216,5.413187854,5.618194716
simple,Fixed effects only,som.percent,SOM (%),5.616666667,E,Seedbank,5.906706306,5.66240592,6.164834568,5.810261354,6.014165418
simple,Fixed effects only,som.percent,SOM (%),5.616666667,R,Reference,6.220618481,5.980315971,6.480711159,6.125301062,6.32780431
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,5.086867515,4.745578865,5.472506815,4.969316065,5.242297531
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,B,Bareroot,5.565886056,5.246483979,5.905325338,5.441705766,5.698400202
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,C,Seedling,5.324350391,5.008550579,5.652571479,5.216282846,5.468528267
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,D,Acorn,5.499696392,5.138508525,5.882811516,5.368166392,5.644985576
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,E,Seedbank,5.911725736,5.567853939,6.267989963,5.776348026,6.040108903
strip.random,Strip random effects,som.percent,SOM (%),5.616666667,R,Reference,6.22338988,5.735750364,6.731943012,6.050830086,6.388740313
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,A,Balled-and-burlapped,5.094823856,4.735177849,5.492621645,4.970297945,5.258747054
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,B,Bareroot,5.564490181,5.214178224,5.940992217,5.431287992,5.710051254
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,C,Seedling,5.322984088,4.985072841,5.693322306,5.184666348,5.458931263
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,D,Acorn,5.503073595,5.113494427,5.901711427,5.369344383,5.668835398
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,E,Seedbank,5.902658662,5.531385956,6.283186959,5.757257974,6.045664076
strip.plot.random,Strip and plot random effects,som.percent,SOM (%),5.616666667,R,Reference,6.218004693,5.728224847,6.744894427,6.043357694,6.400193055
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,A,Balled-and-burlapped,9.725268056,8.558690729,11.06738751,9.317861505,10.34286954
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,B,Bareroot,7.347073447,6.232853141,8.770455874,6.956636184,7.980550748
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,C,Seedling,8.09173813,6.924551675,9.441601583,7.697035739,8.722041171
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,D,Acorn,10.88842476,9.728385569,12.25195081,10.42646605,11.45156212
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,E,Seedbank,9.247068338,8.123761263,10.63448738,8.809211268,9.82003712
simple,Fixed effects only,no3.n,NO3-N (ppm),9.31,R,Reference,9.997365308,8.839801422,11.34175422,9.573944188,10.58657896
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,A,Balled-and-burlapped,9.719014303,8.261548397,11.33060512,9.186348352,10.40103957
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,B,Bareroot,7.330929073,6.094242385,8.83834759,6.88317941,7.984506927
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,C,Seedling,8.067581811,6.785832201,9.592766157,7.649199554,8.778264567
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,D,Acorn,10.86080689,9.397776593,12.60572026,10.35377064,11.59822559
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,E,Seedbank,9.229541033,7.911047916,10.78899467,8.754065452,9.907291394
strip.random,Strip random effects,no3.n,NO3-N (ppm),9.31,R,Reference,9.989747551,8.352143116,11.85064681,9.438714549,10.74873071
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,A,Balled-and-burlapped,9.701868552,8.000783004,11.75970144,9.066755627,10.49470399
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,B,Bareroot,7.298546686,5.898489637,9.060282718,6.810942201,8.066792822
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,C,Seedling,8.027879525,6.545124289,9.803853643,7.493721255,8.781412404
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,D,Acorn,10.826021,8.95580881,12.94096556,10.12764649,11.63755569
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,E,Seedbank,9.191384268,7.613151607,11.09828422,8.632134715,9.987382876
strip.plot.random,Strip and plot random effects,no3.n,NO3-N (ppm),9.31,R,Reference,9.94441205,8.00608756,12.22384783,9.226617568,10.79183246
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,A,Balled-and-burlapped,1.13948063,1.028130156,1.269068198,1.097139842,1.194794242
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,B,Bareroot,1.105821815,0.994396105,1.23582616,1.064070214,1.16177997
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,C,Seedling,1.005949352,0.892301228,1.131789016,0.965082118,1.062305499
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,D,Acorn,1.092784429,0.980290445,1.222388629,1.052093433,1.150959648
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,E,Seedbank,0.998884001,0.888321342,1.129985313,0.95573191,1.053848594
simple,Fixed effects only,nh4.n,NH4-N (ppm),1.081111111,R,Reference,1.099015131,0.987074561,1.227642436,1.057231072,1.154840745
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,A,Balled-and-burlapped,1.142418095,1.003236882,1.304111601,1.089167013,1.207188943
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,B,Bareroot,1.103479731,0.970216665,1.245443651,1.055432642,1.166411379
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,C,Seedling,1.003312234,0.875650099,1.15092598,0.956541475,1.066824718
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,D,Acorn,1.086718435,0.944886343,1.239158499,1.038768034,1.15543185
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,E,Seedbank,0.996215968,0.86841553,1.140429137,0.946468938,1.055834755
strip.random,Strip random effects,nh4.n,NH4-N (ppm),1.081111111,R,Reference,1.099272689,0.943699664,1.282991249,1.043411735,1.170394758
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,A,Balled-and-burlapped,1.139241385,0.977578311,1.326346413,1.077743303,1.211838162
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,B,Bareroot,1.102375947,0.954531305,1.280260639,1.050567378,1.177700699
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,C,Seedling,1.001332482,0.859438001,1.174701769,0.944355629,1.066640979
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,D,Acorn,1.084325164,0.92856695,1.267798278,1.025821866,1.156578291
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,E,Seedbank,0.993695775,0.852327769,1.163960267,0.943455105,1.065674978
strip.plot.random,Strip and plot random effects,nh4.n,NH4-N (ppm),1.081111111,R,Reference,1.097286489,0.9189906,1.298590474,1.030613336,1.17210452
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,A,Balled-and-burlapped,37.90488574,36.33139975,39.57651613,37.29495388,38.61334266
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,B,Bareroot,36.91674053,35.34620519,38.58748955,36.32940858,37.64024608
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,C,Seedling,36.46308648,34.89351947,38.14371017,35.79577374,37.11451786
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,D,Acorn,40.19913642,38.63879687,41.8736691,39.61140332,40.92914964
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,E,Seedbank,37.73819746,36.17945752,39.38990271,37.097954,38.41538116
simple,Fixed effects only,cec,CEC (meq/100 g),37.56333333,R,Reference,35.92201435,34.33758914,37.57183064,35.29532498,36.60722749
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,A,Balled-and-burlapped,37.72427103,35.35730277,40.18452996,36.9183396,38.72146991
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,B,Bareroot,36.90190539,34.84405757,39.11130503,36.1202131,37.77139276
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,C,Seedling,36.44094553,34.44198967,38.69676843,35.66958223,37.32045531
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,D,Acorn,39.97813655,37.491295,42.48666693,39.11701104,40.96533489
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,E,Seedbank,37.7260993,35.6216185,39.92530434,36.9237666,38.57712982
strip.random,Strip random effects,cec,CEC (meq/100 g),37.56333333,R,Reference,35.97338719,33.18932691,38.95485724,34.91428167,36.96255985
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,A,Balled-and-burlapped,37.77860132,34.90778813,40.8419515,36.67794365,38.89892804
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,B,Bareroot,36.85821596,34.26488725,39.69322121,35.9056703,37.99484033
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,C,Seedling,36.39947635,33.79356492,39.24777433,35.48290565,37.54537673
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,D,Acorn,39.9645464,37.01917097,43.26183366,38.98456626,41.31323926
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,E,Seedbank,37.71797462,35.11207174,40.68222325,36.63452612,38.76400125
strip.plot.random,Strip and plot random effects,cec,CEC (meq/100 g),37.56333333,R,Reference,35.86980865,32.72774453,39.28840959,34.75642198,37.13974241
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,A,Balled-and-burlapped,0.157837541,0.134902641,0.186614415,0.149242164,0.17017574
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,B,Bareroot,0.15109318,0.127917512,0.1793691,0.142547102,0.163330143
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,C,Seedling,0.111006106,0.088992571,0.140809835,0.103577093,0.124599153
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,D,Acorn,0.231440997,0.206762823,0.258075897,0.222525662,0.243527161
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,E,Seedbank,0.211409959,0.186989418,0.23845032,0.202806545,0.223945645
simple,Fixed effects only,k.meq,K (meq/100 g),0.168888889,R,Reference,0.137705009,0.114730715,0.166245114,0.129896049,0.150726067
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,A,Balled-and-burlapped,0.15635905,0.128616737,0.190635972,0.14691209,0.171357766
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,B,Bareroot,0.150702682,0.124691078,0.182479518,0.142199178,0.165601356
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,C,Seedling,0.110690014,0.086541096,0.142048652,0.102487102,0.125020789
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,D,Acorn,0.231058655,0.197946065,0.268883714,0.219390782,0.246168408
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,E,Seedbank,0.210553468,0.181517098,0.244529659,0.200282347,0.22492967
strip.random,Strip random effects,k.meq,K (meq/100 g),0.168888889,R,Reference,0.137947577,0.108439939,0.173594241,0.127874562,0.153283001
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,A,Balled-and-burlapped,0.155517316,0.12305457,0.195752781,0.144161291,0.172048551
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,B,Bareroot,0.149883028,0.119286484,0.187333036,0.138664207,0.16531064
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,C,Seedling,0.110152387,0.083367775,0.144938905,0.100967167,0.125257472
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,D,Acorn,0.229278669,0.187214916,0.277785956,0.215247542,0.248468391
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,E,Seedbank,0.209229844,0.173036586,0.252182142,0.196334262,0.226088246
strip.plot.random,Strip and plot random effects,k.meq,K (meq/100 g),0.168888889,R,Reference,0.138331776,0.105844688,0.180952257,0.125524506,0.153917066
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,A,Balled-and-burlapped,33.47908132,31.98667182,35.04897157,32.89771597,34.13577066
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,B,Bareroot,32.09392587,30.6276167,33.67940591,31.51854101,32.75748097
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,C,Seedling,31.81980264,30.34946689,33.38137538,31.2363615,32.48574643
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,D,Acorn,35.37974795,33.89653292,36.94972576,34.81994129,36.06314689
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,E,Seedbank,33.16957941,31.66655105,34.70046524,32.56256185,33.79168676
simple,Fixed effects only,ca.meq,Ca (meq/100 g),32.71222222,R,Reference,30.09163934,28.62322157,31.6703559,29.52622628,30.76340694
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,A,Balled-and-burlapped,33.35402998,31.06660798,35.65411241,32.60570982,34.33028466
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,B,Bareroot,32.06706794,30.14905367,34.15058279,31.3501442,32.91256519
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,C,Seedling,31.79189992,29.85523873,33.86480768,31.09312788,32.64526968
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,D,Acorn,35.13727459,32.88626966,37.6078682,34.39073421,36.15265399
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,E,Seedbank,33.1505363,31.18497025,35.25170598,32.40972818,33.98363038
strip.random,Strip random effects,ca.meq,Ca (meq/100 g),32.71222222,R,Reference,30.09957953,27.56382498,32.79453807,29.2094124,31.08964491
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,A,Balled-and-burlapped,33.3823067,30.51807042,36.55129669,32.25525188,34.54670311
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,B,Bareroot,32.03835162,29.4406036,34.93792188,31.03993375,33.16310232
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,C,Seedling,31.7833056,29.12239409,34.58019319,30.77678986,32.87009144
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,D,Acorn,35.20011236,32.129076,38.48128307,34.09022813,36.47649285
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,E,Seedbank,33.12041023,30.42288238,36.05696773,32.11107634,34.27117754
strip.plot.random,Strip and plot random effects,ca.meq,Ca (meq/100 g),32.71222222,R,Reference,30.06379727,27.13923462,33.32283073,28.95072332,31.23582785
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,A,Balled-and-burlapped,4.291017719,4.026510882,4.58329464,4.189686417,4.414598193
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,B,Bareroot,4.651073153,4.381835307,4.938405983,4.548053997,4.773673035
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,C,Seedling,4.510704159,4.244014433,4.80060392,4.402452111,4.629100801
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,D,Acorn,4.576864555,4.307959595,4.862490706,4.469283495,4.694698364
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,E,Seedbank,4.404425665,4.138058984,4.694333474,4.304864182,4.530930955
simple,Fixed effects only,mg.meq,Mg (meq/100 g),4.677777778,R,Reference,5.578124086,5.304028325,5.85809058,5.473946893,5.700685028
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,A,Balled-and-burlapped,4.273001592,3.954207147,4.619713748,4.150769409,4.411657061
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,B,Bareroot,4.647591439,4.346993742,4.984465754,4.531029693,4.783699052
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,C,Seedling,4.507867594,4.206334791,4.837997974,4.389908586,4.642555192
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,D,Acorn,4.574240341,4.253414193,4.927337456,4.44678435,4.710858845
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,E,Seedbank,4.401062796,4.096956006,4.72994283,4.284282177,4.537166672
strip.random,Strip random effects,mg.meq,Mg (meq/100 g),4.677777778,R,Reference,5.576586811,5.181375058,6.015679319,5.435800071,5.741970749
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,A,Balled-and-burlapped,4.270619577,3.895596149,4.669439097,4.133640148,4.433044613
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,B,Bareroot,4.643960691,4.276817668,5.041275632,4.50896112,4.807068627
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,C,Seedling,4.504544353,4.144780474,4.900678552,4.362389418,4.658050895
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,D,Acorn,4.570644186,4.185880523,4.984305656,4.424963806,4.733582952
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,E,Seedbank,4.397822874,4.036461209,4.781328754,4.259102402,4.550627986
strip.plot.random,Strip and plot random effects,mg.meq,Mg (meq/100 g),4.677777778,R,Reference,5.57268236,5.091619601,6.103079213,5.397300708,5.767024245
simple,Fixed effects only,tn.percent,TN (%),0.292333333,A,Balled-and-burlapped,0.279722122,0.268100254,0.291888475,0.275501655,0.285177117
simple,Fixed effects only,tn.percent,TN (%),0.292333333,B,Bareroot,0.299075927,0.287267756,0.311051223,0.294674617,0.304349427
simple,Fixed effects only,tn.percent,TN (%),0.292333333,C,Seedling,0.277749648,0.266254002,0.289949429,0.273232038,0.2829206
simple,Fixed effects only,tn.percent,TN (%),0.292333333,D,Acorn,0.289097533,0.277479548,0.301319102,0.284613789,0.294214518
simple,Fixed effects only,tn.percent,TN (%),0.292333333,E,Seedbank,0.282392282,0.271026021,0.294643161,0.277917123,0.287501407
simple,Fixed effects only,tn.percent,TN (%),0.292333333,R,Reference,0.324404509,0.312752821,0.336480032,0.319685733,0.329341247
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,A,Balled-and-burlapped,0.278741899,0.247418582,0.31683192,0.266137563,0.29186301
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,B,Bareroot,0.298888086,0.269617022,0.330289507,0.288015683,0.311005451
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,C,Seedling,0.277181852,0.249903961,0.306619012,0.266542422,0.287969535
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,D,Acorn,0.288172822,0.254398057,0.325533304,0.275938892,0.30249132
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,E,Seedbank,0.281257838,0.254159636,0.312289133,0.270928767,0.292838252
strip.random,Strip random effects,tn.percent,TN (%),0.292333333,R,Reference,0.32430102,0.27343907,0.38386483,0.304566464,0.345498518
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,A,Balled-and-burlapped,0.279405201,0.246770657,0.315456852,0.267038563,0.292387774
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,B,Bareroot,0.298801848,0.269380225,0.334063835,0.287028409,0.312076995
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,C,Seedling,0.277070123,0.249014499,0.309276892,0.265217319,0.288326036
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,D,Acorn,0.287564952,0.255448066,0.325406797,0.275261368,0.301211193
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,E,Seedbank,0.28136397,0.252739224,0.314379888,0.269142668,0.292805754
strip.plot.random,Strip and plot random effects,tn.percent,TN (%),0.292333333,R,Reference,0.324668761,0.282924762,0.374075793,0.308215089,0.340859587
simple,Fixed effects only,tc.percent,TC (%),4.201111111,A,Balled-and-burlapped,4.01395718,3.901166149,4.135056229,3.968054688,4.062970106
simple,Fixed effects only,tc.percent,TC (%),4.201111111,B,Bareroot,4.151178756,4.0359742,4.27013566,4.103601342,4.199113652
simple,Fixed effects only,tc.percent,TC (%),4.201111111,C,Seedling,4.202723909,4.090254491,4.324445269,4.156334313,4.252053241
simple,Fixed effects only,tc.percent,TC (%),4.201111111,D,Acorn,4.142102921,4.024795729,4.257898833,4.09918839,4.194848035
simple,Fixed effects only,tc.percent,TC (%),4.201111111,E,Seedbank,4.246774039,4.131337719,4.365366401,4.199544616,4.294560616
simple,Fixed effects only,tc.percent,TC (%),4.201111111,R,Reference,4.438109222,4.319801439,4.555816145,4.394521365,4.490745446
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,A,Balled-and-burlapped,3.999558597,3.757230068,4.25834638,3.909334811,4.094993065
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,B,Bareroot,4.150478486,3.935619544,4.373209417,4.06375308,4.2274183
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,C,Seedling,4.200595306,3.987866784,4.425566001,4.121254201,4.285544991
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,D,Acorn,4.135666754,3.891671022,4.401334496,4.039239467,4.22868404
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,E,Seedbank,4.244556696,4.028897233,4.473776397,4.160900246,4.327642433
strip.random,Strip random effects,tc.percent,TC (%),4.201111111,R,Reference,4.435597018,4.087187814,4.821183918,4.310288043,4.571174112
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,A,Balled-and-burlapped,3.999039433,3.753111803,4.272351009,3.913923333,4.102325649
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,B,Bareroot,4.15337422,3.921783683,4.391502407,4.062710113,4.23922356
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,C,Seedling,4.193306366,3.961533616,4.438531025,4.110093469,4.288246865
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,D,Acorn,4.137823871,3.8787356,4.390843745,4.047550612,4.237999607
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,E,Seedbank,4.240684942,4.012170534,4.48232716,4.158947557,4.33638262
strip.plot.random,Strip and plot random effects,tc.percent,TC (%),4.201111111,R,Reference,4.433858098,4.103011978,4.802357624,4.313484004,4.552185837
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,A,Balled-and-burlapped,2.920971533,2.791968122,3.055749375,2.868851767,2.976306884
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,B,Bareroot,3.110240457,2.981076834,3.243881118,3.059778183,3.167221778
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,C,Seedling,3.182288348,3.053044997,3.316490949,3.13423929,3.241344112
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,D,Acorn,3.195138208,3.067520263,3.331659505,3.145377966,3.252104796
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,E,Seedbank,3.416784273,3.28706929,3.549963635,3.365908383,3.472846259
simple,Fixed effects only,toc.percent,SOC (%),3.245333333,R,Reference,3.629325688,3.500475274,3.764810402,3.579258453,3.685601675
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,A,Balled-and-burlapped,2.919199913,2.733101517,3.106943339,2.850957972,2.994629397
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,B,Bareroot,3.109528059,2.940648012,3.291220998,3.045716992,3.182026257
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,C,Seedling,3.180532159,3.013515374,3.365083075,3.117324177,3.253654034
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,D,Acorn,3.202466054,3.009560541,3.410012472,3.132193186,3.282301533
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,E,Seedbank,3.416074261,3.238111495,3.603353426,3.351933933,3.491813739
strip.random,Strip random effects,toc.percent,SOC (%),3.245333333,R,Reference,3.628486252,3.375454878,3.905738941,3.536943166,3.719057371
strip.plot.random,Strip and plot random effects,toc.percent,SOC (%),3.245333333,A,Balled-and-burlapped,2.919811,2.678339998,3.167857123,2.830758038,3.015668629
strip.plot.random,Strip and plot random effects,toc.percent,SOC (%),3.245333333,B,Bareroot,3.105818899,2.870314261,3.35489077,3.016460894,3.203458901
strip.plot.random,Strip and plot random effects,toc.percent,SOC (%),3.245333333,C,Seedling,3.178487832,2.942774523,3.431348225,3.079119173,3.267690301
