"model","model.label","variable","variable.label","variable.mean","treatment","full.treatment.name","posterior.mean","X5","X95","X25","X75"
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.15555556,"E","Seedbank",17.12703535,14.77028325,19.86345501,16.16366957,18.0540151
"strip.plot.random","Strip and plot random effects","clay","Clay (%)",17.15555556,"R","Reference",15.9406566,13.4757749,18.69830015,15.0037675,16.92839216
"simple","Fixed effects only","ph","pH",7.636666667,"A","Balled-and-burlapped",7.692811073,7.624694498,7.761908214,7.664246303,7.720809931
"simple","Fixed effects only","ph","pH",7.636666667,"B","Bareroot",7.683329892,7.587690778,7.781865406,7.643265267,7.72148218
"simple","Fixed effects only","ph","pH",7.636666667,"C","Seedling",7.597367311,7.498679743,7.691796766,7.558125002,7.636234444
"simple","Fixed effects only","ph","pH",7.636666667,"D","Acorn",7.577294243,7.480425608,7.672193208,7.542264405,7.620086839
"simple","Fixed effects only","ph","pH",7.636666667,"E","Seedbank",7.544324048,7.445762241,7.638155252,7.50713588,7.585280931
"simple","Fixed effects only","ph","pH",7.636666667,"R","Reference",7.445050006,7.355323868,7.545865768,7.405333278,7.483049633
"strip.random","Strip random effects","ph","pH",7.636666667,"A","Balled-and-burlapped",7.691641201,7.609644865,7.778984517,7.659768006,7.726461376
"strip.random","Strip random effects","ph","pH",7.636666667,"B","Bareroot",7.684461584,7.570137952,7.80109207,7.642240672,7.733565467
"strip.random","Strip random effects","ph","pH",7.636666667,"C","Seedling",7.598186519,7.480962572,7.711726241,7.550740243,7.642193252
"strip.random","Strip random effects","ph","pH",7.636666667,"D","Acorn",7.576537293,7.462806149,7.699422829,7.530298096,7.622714111
"strip.random","Strip random effects","ph","pH",7.636666667,"E","Seedbank",7.545433198,7.436741599,7.663446826,7.49647227,7.586814504
"strip.random","Strip random effects","ph","pH",7.636666667,"R","Reference",7.446599974,7.325174073,7.57341794,7.40122471,7.497185391
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"A","Balled-and-burlapped",7.692178803,7.594570939,7.783110978,7.657468,7.730572391
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"B","Bareroot",7.683699523,7.555252727,7.811445444,7.631302091,7.732543869
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"C","Seedling",7.597982472,7.474309256,7.731666947,7.544220699,7.645375398
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"D","Acorn",7.576615014,7.44799165,7.711176183,7.526558605,7.628394577
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"E","Seedbank",7.544241899,7.41619748,7.671619296,7.497249439,7.596863273
"strip.plot.random","Strip and plot random effects","ph","pH",7.636666667,"R","Reference",7.445263548,7.310460143,7.584005983,7.390425321,7.495157489
"simple","Fixed effects only","p","P (ppm)",106.2333333,"A","Balled-and-burlapped",111.1741721,105.6111796,117.4810045,109.0531414,113.913626
"simple","Fixed effects only","p","P (ppm)",106.2333333,"B","Bareroot",109.5503436,101.8271552,118.2216661,106.2923585,112.9033825
"simple","Fixed effects only","p","P (ppm)",106.2333333,"C","Seedling",105.9172281,98.06384866,114.0980036,102.8525398,109.3901329
"simple","Fixed effects only","p","P (ppm)",106.2333333,"D","Acorn",105.9715515,98.17059194,114.1022078,102.4239841,108.9700006
"simple","Fixed effects only","p","P (ppm)",106.2333333,"E","Seedbank",102.7197173,95.25400244,111.0857193,99.52001517,105.9202612
"simple","Fixed effects only","p","P (ppm)",106.2333333,"R","Reference",77.61811902,71.04726789,85.14188358,74.94039052,80.58192634
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"A","Balled-and-burlapped",110.8850059,102.9513258,119.2280515,108.2287478,114.4769272
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"B","Bareroot",109.7004606,99.30749201,121.1438313,105.3622161,113.7238534
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"C","Seedling",106.0699757,95.89749604,116.9997839,101.9565593,110.1437813
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"D","Acorn",106.3453819,95.58664575,117.9340393,101.9917604,110.4492521
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"E","Seedbank",102.9298254,93.20755116,113.7944552,99.01864358,107.0162347
"strip.random","Strip random effects","p","P (ppm)",106.2333333,"R","Reference",77.78714012,68.46213909,87.9759659,74.37800099,81.77427376
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"A","Balled-and-burlapped",110.8346942,101.2360707,121.2448609,106.8824808,114.4290073
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"B","Bareroot",109.7612412,96.71506094,123.7280248,104.6392106,114.8245583
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"C","Seedling",106.091573,93.67498387,119.9765853,101.2814509,111.2895463
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"D","Acorn",106.3537877,93.75296045,121.0388138,101.2232183,111.4596179
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"E","Seedbank",102.8550204,91.00946904,116.7608111,97.88410682,107.5178531
"strip.plot.random","Strip and plot random effects","p","P (ppm)",106.2333333,"R","Reference",77.75219074,67.24100685,89.79945681,73.59195822,82.11342535
"simple","Fixed effects only","k","K (ppm)",67.74444444,"A","Balled-and-burlapped",61.44419678,53.42090269,70.75642984,58.56506097,65.64270149
"simple","Fixed effects only","k","K (ppm)",67.74444444,"B","Bareroot",71.23269458,58.53466609,86.69476883,65.55700225,76.7338245
"simple","Fixed effects only","k","K (ppm)",67.74444444,"C","Seedling",58.71062564,47.36784701,73.13395741,54.29554799,64.6564098
"simple","Fixed effects only","k","K (ppm)",67.74444444,"D","Acorn",92.96162146,77.60268938,110.0590824,86.75125274,99.85873912
"simple","Fixed effects only","k","K (ppm)",67.74444444,"E","Seedbank",84.53704845,70.47405258,101.3072817,78.29277884,90.67712629
"simple","Fixed effects only","k","K (ppm)",67.74444444,"R","Reference",68.72253354,56.00810663,83.4279608,63.52590164,74.63548479
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"A","Balled-and-burlapped",60.96637115,50.98382337,72.47015243,57.77260674,66.1688469
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"B","Bareroot",71.66184467,56.49816527,90.48181402,65.16806847,78.41969657
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"C","Seedling",58.92273666,45.54939413,75.45659894,53.32334035,64.97327104
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"D","Acorn",93.14306258,74.07855784,116.7618222,85.22761027,101.6235644
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"E","Seedbank",84.90966966,67.73047786,105.9407103,77.39827415,92.20421253
"strip.random","Strip random effects","k","K (ppm)",67.74444444,"R","Reference",69.20273774,53.20648554,90.09089675,62.34433784,76.08018535
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"A","Balled-and-burlapped",60.60118362,48.51103523,75.92315099,56.27488558,66.70496644
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"B","Bareroot",71.61291928,52.98355983,97.92301713,63.98994538,80.55303445
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"C","Seedling",58.91985482,42.89087874,81.30827757,51.8689926,66.34647417
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"D","Acorn",93.5678543,69.05392213,126.7058282,82.37360365,103.4586012
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"E","Seedbank",85.09520023,62.92377156,114.33123,76.15449315,95.37355145
"strip.plot.random","Strip and plot random effects","k","K (ppm)",67.74444444,"R","Reference",69.55709767,49.60696452,97.17779361,61.41103822,78.67629607
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"A","Balled-and-burlapped",6695.906757,6402.869062,7005.571569,6582.954007,6830.670953
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"B","Bareroot",6268.863015,5880.819629,6703.298568,6105.182611,6439.520088
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"C","Seedling",6214.246961,5804.729254,6621.627872,6048.67693,6382.555118
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"D","Acorn",6914.194766,6489.415317,7352.324501,6748.318616,7099.39908
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"E","Seedbank",6475.371231,6065.274529,6900.842647,6307.842484,6648.430175
"simple","Fixed effects only","ca","Ca (ppm)",6541.288889,"R","Reference",5879.277333,5502.272314,6299.573678,5727.684437,6053.218699
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"A","Balled-and-burlapped",6664.7108,6223.034801,7153.599988,6524.887286,6872.729407
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"B","Bareroot",6295.520885,5709.77763,6894.044713,6058.198792,6505.994911
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"C","Seedling",6239.344993,5675.932,6845.16993,6010.127656,6455.728492
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"D","Acorn",6898.555466,6255.811276,7603.335114,6658.540423,7153.327527
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"E","Seedbank",6501.084667,5918.356333,7139.310684,6271.651844,6732.408925
"strip.random","Strip random effects","ca","Ca (ppm)",6541.288889,"R","Reference",5909.298882,5266.884925,6599.351528,5679.06214,6164.019012
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"A","Balled-and-burlapped",6672.116046,6095.007795,7323.557842,6467.608757,6924.873265
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"B","Bareroot",6285.974954,5548.341958,7138.663271,5992.8248,6592.889263
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"C","Seedling",6226.325528,5489.90367,7064.720131,5937.147706,6534.322145
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"D","Acorn",6904.628273,6077.834677,7866.943991,6562.087665,7221.251731
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"E","Seedbank",6491.07819,5738.270997,7387.503532,6191.735753,6814.425859
"strip.plot.random","Strip and plot random effects","ca","Ca (ppm)",6541.288889,"R","Reference",5891.926641,5123.903899,6770.465487,5571.431038,6181.906042
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"A","Balled-and-burlapped",513.7044636,482.1006446,548.4321777,501.3833727,528.2612466
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"B","Bareroot",609.111521,559.0196539,666.4764123,589.9588328,633.5918653
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"C","Seedling",590.5799537,540.6508137,645.8411576,568.7871481,611.0711217
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"D","Acorn",599.0338651,549.7908562,655.7234891,578.4749856,621.2333508
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"E","Seedbank",574.6939956,525.6693545,628.4294112,553.0810652,594.8362018
"simple","Fixed effects only","mg","Mg (ppm)",560.5888889,"R","Reference",729.3551383,672.627917,791.2339323,706.3226656,754.4413205
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"A","Balled-and-burlapped",511.6920773,474.2169301,553.2904051,497.9590698,529.15285
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"B","Bareroot",610.8744001,551.3390091,676.9080789,585.3413647,634.95969
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"C","Seedling",592.5051379,533.058207,656.9861158,569.8131246,618.5770357
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"D","Acorn",601.0075528,541.2561092,669.5968652,574.9233218,625.1151336
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"E","Seedbank",576.6594161,518.8884765,639.8962588,553.2636918,601.2273676
"strip.random","Strip random effects","mg","Mg (ppm)",560.5888889,"R","Reference",732.2186302,657.779488,816.5359865,698.9258318,758.7333063
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"A","Balled-and-burlapped",511.2107974,468.3093353,559.8113173,494.825561,530.4772195
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"B","Bareroot",611.2195921,542.608111,690.3162615,583.1032171,640.5746285
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"C","Seedling",592.4697326,521.4332137,665.8925935,564.3577966,620.9862199
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"D","Acorn",601.0583635,530.5203379,680.8140983,570.3595888,628.0203501
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"E","Seedbank",576.6521324,510.2961056,652.525798,547.7672407,602.3989302
"strip.plot.random","Strip and plot random effects","mg","Mg (ppm)",560.5888889,"R","Reference",732.3594076,643.3466243,828.7744891,696.1407407,765.6938832
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"A","Balled-and-burlapped",5.127676257,4.885050031,5.386466528,5.033393477,5.237467915
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"B","Bareroot",6.097079641,5.704493481,6.510214352,5.93591938,6.265695835
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"C","Seedling",5.834183382,5.448112025,6.243163033,5.680524955,6.005125708
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"D","Acorn",6.039200056,5.653721157,6.457564828,5.881731052,6.203927034
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"E","Seedbank",6.471225933,6.073755742,6.90858241,6.310150638,6.650108107
"simple","Fixed effects only","som.percent","SOM (%)",5.616666667,"R","Reference",6.814538082,6.406617248,7.278867073,6.650297717,7.000325453
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"A","Balled-and-burlapped",5.090408543,4.750898947,5.460930487,4.977648049,5.248099915
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"B","Bareroot",6.13841555,5.603829393,6.727898035,5.902764256,6.329599096
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"C","Seedling",5.87522087,5.353050205,6.443132218,5.655893095,6.071302629
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"D","Acorn",6.075151585,5.521720537,6.692233194,5.834959088,6.276318624
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"E","Seedbank",6.513873892,5.947805061,7.124680943,6.264910811,6.710272534
"strip.random","Strip random effects","som.percent","SOM (%)",5.616666667,"R","Reference",6.861972612,6.193071804,7.639612899,6.589742716,7.107650884
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"A","Balled-and-burlapped",5.096920206,4.727251698,5.48453745,4.974272791,5.264717707
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"B","Bareroot",6.12916522,5.563423428,6.773082556,5.893347882,6.356788571
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"C","Seedling",5.865673259,5.307425683,6.477045974,5.639781757,6.085019203
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"D","Acorn",6.064516528,5.469519519,6.707046742,5.825308673,6.301450167
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"E","Seedbank",6.50425887,5.892694965,7.163122614,6.260606392,6.74334849
"strip.plot.random","Strip and plot random effects","som.percent","SOM (%)",5.616666667,"R","Reference",6.854726739,6.148272771,7.651852659,6.566852848,7.120221213
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"A","Balled-and-burlapped",9.723646236,8.574247099,11.08709255,9.316400301,10.33817683
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"B","Bareroot",7.01798214,5.669615471,8.715495761,6.505807531,7.72409834
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"C","Seedling",7.73333697,6.312065315,9.460995871,7.139476064,8.411302215
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"D","Acorn",10.43708333,8.765421089,12.38105022,9.733266842,11.202206
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"E","Seedbank",8.849697249,7.322007714,10.66485331,8.203356463,9.548306799
"simple","Fixed effects only","no3.n","NO3-N (ppm)",9.31,"R","Reference",9.575034645,7.990512547,11.45901807,8.912865104,10.30821735
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"A","Balled-and-burlapped",9.703990603,8.261476101,11.38485658,9.227989037,10.45147555
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"B","Bareroot",6.996434312,5.435992852,8.984944599,6.383112253,7.791732567
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"C","Seedling",7.720872303,6.12960729,9.825214546,7.075732447,8.524297834
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"D","Acorn",10.43128379,8.365228693,12.99727433,9.606535463,11.37913766
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"E","Seedbank",8.844166201,7.029635831,11.00999339,8.111877838,9.67773408
"strip.random","Strip random effects","no3.n","NO3-N (ppm)",9.31,"R","Reference",9.597313536,7.548497881,12.24939578,8.723874942,10.47197943
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"A","Balled-and-burlapped",9.7077685,7.967836873,11.80683392,9.065844925,10.51024408
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"B","Bareroot",6.960606674,5.194876588,9.379224074,6.211918797,7.802691165
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"C","Seedling",7.685669664,5.79785399,10.22661792,6.925251716,8.605720773
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"D","Acorn",10.40708154,7.933964465,13.72095307,9.421845038,11.57092425
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"E","Seedbank",8.811649019,6.710102183,11.59227954,7.970848272,9.812094263
"strip.plot.random","Strip and plot random effects","no3.n","NO3-N (ppm)",9.31,"R","Reference",9.548051443,7.056423596,12.69842908,8.555541976,10.61883709
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"A","Balled-and-burlapped",1.139669015,1.025882035,1.266871761,1.09568524,1.193375672
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"B","Bareroot",1.049269115,0.899925726,1.221212449,0.988167295,1.11763048
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"C","Seedling",0.953603031,0.809927308,1.116000877,0.896696732,1.021621576
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"D","Acorn",1.036787117,0.88894193,1.206283642,0.975579737,1.104467746
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"E","Seedbank",0.947176949,0.808637956,1.117032176,0.890515703,1.014598829
"simple","Fixed effects only","nh4.n","NH4-N (ppm)",1.081111111,"R","Reference",1.042567829,0.897043244,1.219287548,0.983496771,1.114780152
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"A","Balled-and-burlapped",1.142792028,0.99926167,1.303467335,1.087867557,1.205533264
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"B","Bareroot",1.045464176,0.86874083,1.259056109,0.97238758,1.123426448
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"C","Seedling",0.948334658,0.783845045,1.149447164,0.876720889,1.018679986
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"D","Acorn",1.02730219,0.847371899,1.244979464,0.957903249,1.111603934
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"E","Seedbank",0.942070925,0.778659228,1.142012718,0.876678955,1.019444039
"strip.random","Strip random effects","nh4.n","NH4-N (ppm)",1.081111111,"R","Reference",1.038862947,0.84871069,1.273515621,0.95624363,1.117523096
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"A","Balled-and-burlapped",1.138444642,0.975160761,1.322841322,1.078112349,1.212345192
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"B","Bareroot",1.046816867,0.85043316,1.301197481,0.960994253,1.133623039
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"C","Seedling",0.949447976,0.766001717,1.187483969,0.873495664,1.037078019
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"D","Acorn",1.030216201,0.832260317,1.293423577,0.949119342,1.123201618
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"E","Seedbank",0.943274354,0.757372472,1.172282874,0.878141626,1.040836876
"strip.plot.random","Strip and plot random effects","nh4.n","NH4-N (ppm)",1.081111111,"R","Reference",1.042178586,0.826472848,1.313694803,0.955838412,1.139024952
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"A","Balled-and-burlapped",37.90394416,36.2353402,39.48147084,37.27159388,38.58116983
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"B","Bareroot",36.58185192,34.46662947,38.93882973,35.64270584,37.46040585
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"C","Seedling",36.12673317,33.964104,38.42923881,35.24451165,37.04523306
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"D","Acorn",39.83203624,37.58613439,42.25456039,38.94662536,40.86089165
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"E","Seedbank",37.39908898,35.2565044,39.77804652,36.50387868,38.34176758
"simple","Fixed effects only","cec","CEC (meq/100 g)",37.56333333,"R","Reference",35.60299242,33.57507544,37.97939141,34.77351112,36.57374906
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"A","Balled-and-burlapped",37.72480223,35.37563004,40.16934924,36.92883256,38.72133605
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"B","Bareroot",36.73053488,33.6541737,39.98577573,35.41523048,37.81751814
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"C","Seedling",36.29023302,33.26247741,39.60528846,35.00256915,37.39767199
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"D","Acorn",39.78167381,36.46311327,43.64232316,38.49221997,41.16187172
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"E","Seedbank",37.55270238,34.40037358,40.8386514,36.24474583,38.6802663
"strip.random","Strip random effects","cec","CEC (meq/100 g)",37.56333333,"R","Reference",35.75195844,32.32430659,39.7128329,34.25677602,36.89795473
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"A","Balled-and-burlapped",37.78226136,34.85496676,40.83612079,36.75431369,38.98075459
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"B","Bareroot",36.65398491,32.92655612,40.83683955,35.15047287,38.13851406
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"C","Seedling",36.20994193,32.56123063,40.38973159,34.76386006,37.71641475
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"D","Acorn",39.79164618,35.60713023,44.42247785,38.15923286,41.45137814
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"E","Seedbank",37.49372161,33.67463382,41.73447685,36.01833359,39.06884527
"strip.plot.random","Strip and plot random effects","cec","CEC (meq/100 g)",37.56333333,"R","Reference",35.67836527,31.59191923,40.1580481,34.11250014,37.27892353
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"A","Balled-and-burlapped",0.157839188,0.134717807,0.186493107,0.14943139,0.170156102
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"B","Bareroot",0.161470625,0.127159603,0.204411092,0.147280386,0.178236912
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"C","Seedling",0.11773461,0.08837232,0.157674042,0.105861952,0.133355371
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"D","Acorn",0.247978498,0.202907414,0.302172439,0.226359731,0.265466273
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"E","Seedbank",0.226443337,0.184101921,0.276816966,0.208527511,0.245848873
"simple","Fixed effects only","k.meq","K (meq/100 g)",0.168888889,"R","Reference",0.146870341,0.113990084,0.188546691,0.132771436,0.16242481
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"A","Balled-and-burlapped",0.156227631,0.128504968,0.190855586,0.146225114,0.170459004
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"B","Bareroot",0.162475274,0.121733639,0.213402613,0.14546567,0.181273288
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"C","Seedling",0.118305767,0.085575919,0.164610425,0.105659207,0.136842201
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"D","Acorn",0.250594931,0.194960832,0.322790227,0.224044643,0.272452769
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"E","Seedbank",0.227736248,0.176643952,0.291368389,0.20576656,0.250018897
"strip.random","Strip random effects","k.meq","K (meq/100 g)",0.168888889,"R","Reference",0.148403545,0.10706449,0.201791219,0.131459176,0.167580965
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"A","Balled-and-burlapped",0.155351481,0.122442712,0.196309047,0.143561525,0.172116926
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"B","Bareroot",0.162754497,0.116652056,0.225464045,0.143053852,0.184238252
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"C","Seedling",0.11811886,0.081639673,0.172170223,0.10357325,0.137946462
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"D","Acorn",0.250811022,0.183548062,0.343769862,0.222564995,0.280966577
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"E","Seedbank",0.228212486,0.16824094,0.311136645,0.20172415,0.254680967
"strip.plot.random","Strip and plot random effects","k.meq","K (meq/100 g)",0.168888889,"R","Reference",0.149542027,0.102889317,0.212347609,0.128915503,0.169752576
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"A","Balled-and-burlapped",33.47472131,31.99657581,35.03422463,32.91967151,34.14844998
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"B","Bareroot",31.36152723,29.40142396,33.51311924,30.63164896,32.30039613
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"C","Seedling",31.09893463,29.06505691,33.18294298,30.32944344,32.00037835
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"D","Acorn",34.58113877,32.45775836,36.77854244,33.69434551,35.44883465
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"E","Seedbank",32.41103711,30.39116388,34.57968553,31.65987418,33.38228407
"simple","Fixed effects only","ca.meq","Ca (meq/100 g)",32.71222222,"R","Reference",29.41040253,27.54921262,31.56908425,28.62624153,30.27142107
"strip.random","Strip random effects","ca.meq","Ca (meq/100 g)",32.71222222,"A","Balled-and-burlapped",33.34691673,31.15061485,35.71495067,32.59782591,34.3088864
"strip.random","Strip random effects","ca.meq","Ca (meq/100 g)",32.71222222,"B","Bareroot",31.44932821,28.69024915,34.53962706,30.32233396,32.55452277
"strip.random","Strip random effects","ca.meq","Ca (meq/100 g)",32.71222222,"C","Seedling",31.19457995,28.40069567,34.17577724,30.05105181,32.26684903
"strip.random","Strip random effects","ca.meq","Ca (meq/100 g)",32.71222222,"D","Acorn",34.46570805,31.34640882,38.01483481,33.33720352,35.81332022
"strip.random","Strip random effects","ca.meq","Ca (meq/100 g)",32.71222222,"E","Seedbank",32.52137275,29.61400675,35.63485444,31.26717019,33.53904774
