"model","model.label","variable","variable.label","variable.mean","treatment","full.treatment.name","posterior.mean","5","95","25","75"
"simple","Fixed effects only","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"R","Reference",20.0773156680888,19.0012299642619,21.1865030783539,19.687026719674,20.5309965575731
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"A","Balled-and-burlapped",16.4489623462626,15.1320705466599,17.8588998722081,15.9412272343612,16.9682332502042
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"B","Bareroot",17.9500755307866,16.7281426409633,19.2857434323483,17.5043888646475,18.477784559767
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"C","Seedling",17.9386853818338,16.6975475517513,19.2697274162763,17.4923781475561,18.4688879654844
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"D","Acorn",16.8560764691272,15.5313747485363,18.2654119102509,16.3899639207071,17.4168785788719
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"E","Seedbank",17.0505621611381,15.8435941110815,18.3569895179421,16.6010239909292,17.5616975188308
"strip.random","Strip random effects","herbaceous.litter.cn.ratio","Herbaceous litter C:N ratio",17.7407447441704,"R","Reference",20.0774279222197,18.3691341119192,21.8875463096016,19.4501020678089,20.6820095214152
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"A","Balled-and-burlapped",52.2549244976441,41.3820290214093,66.7354345346211,48.9177600219198,58.7066485178499
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"B","Bareroot",53.5851813373562,42.7463410090431,68.1062363158408,50.330590883963,60.1430641340881
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"C","Seedling",39.2689765196356,28.8856169554676,54.0406981973982,36.6073029581227,46.4189113179013
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"D","Acorn",43.3653097703067,32.7936948290515,58.0693801993802,40.319285951921,50.0963553274558
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"E","Seedbank",22.6495899584923,13.5942205556605,37.8279276511977,20.5980515379313,30.2359316781631
"simple","Fixed effects only","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"R","Reference",38.7950332013331,28.3056011753363,53.4055224334438,36.1746496045043,45.988911285714
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"A","Balled-and-burlapped",50.3120920200488,34.6866985995976,72.1208657156335,45.690237433249,59.348572892162
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"B","Bareroot",52.8020863297209,38.3616306845686,72.7279188351761,48.3787256063635,61.032373397661
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"C","Seedling",38.861521882988,26.8062849729039,56.8228404754976,35.1589625574925,46.553749669875
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"D","Acorn",43.1341957649249,28.8967160014182,63.4530439026458,38.7017835323512,51.4328632105233
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"E","Seedbank",23.3005753290689,14.1949791993786,39.5879213556603,20.6474948355639,30.3851092751715
"strip.random","Strip random effects","fine.woody.debris.cn.ratio","Fine woody debris C:N ratio",43.5695475662117,"R","Reference",39.3352012243943,24.0104101878226,63.7825805172531,34.2447062771827,48.2216536600765
"simple","Fixed effects only","total.fwd.carbon","Fine woody debris (< 7.6 cm)",3.5851951921685,"A","Balled-and-burlapped",2.35554340605858,1.19411309849032,4.66805257035748,2.15107612206966,3.58536664840764
"simple","Fixed effects only","total.fwd.carbon","Fine woody debris (< 7.6 cm)",3.5851951921685,"B","Bareroot",7.12605824090254,5.51323453758428,9.32617360517514,6.66593669203689,8.13735854894341
"simple","Fixed effects only","total.fwd.carbon","Fine woody debris (< 7.6 cm)",3.5851951921685,"C","Seedling",4.49348326268548,2.9953854702015,6.82466989541798,4.16475059182497,5.64914944802639
