"variable","variable.label","model","model.label","treatment","full.treatment.name","Rhat"
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","A","Balled-and-burlapped",1.00032451554572
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","B","Bareroot",1.00029277540676
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","C","Seedling",1.00029118648702
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","D","Acorn",1.00034620086687
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","E","Seedbank",1.00038076199177
"total.ecosystem.carbon","Total ecosystem","simple","Fixed effects only","R","Reference",1.00039385849102
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","A","Balled-and-burlapped",1.00029371263291
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","B","Bareroot",1.00028333479887
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","C","Seedling",1.00011258204034
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","D","Acorn",0.999974367260645
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","E","Seedbank",1.00007496974078
"total.ecosystem.carbon","Total ecosystem","strip.random","Strip random effects","R","Reference",1.00015825801031
