model,model.label,variable,variable.label,variable.mean,treatment,full.treatment.name,posterior.mean,5,95,25,75
simple,Fixed effects only,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,R,Reference,0.123964579,-0.354600775,0.644888909,-0.044611695,0.3332069
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,A,Balled-and-burlapped,-0.225551583,-0.616418093,0.170023441,-0.369485667,-0.060524724
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,B,Bareroot,0.132779852,-0.403751561,0.66890329,-0.054905968,0.358116465
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,C,Seedling,0.335432541,-0.184550914,0.841657416,0.134250991,0.533945487
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,D,Acorn,0.311839904,-0.253030702,0.854575245,0.132852163,0.560672713
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,E,Seedbank,0.17516167,-0.359170688,0.693881879,-0.014009776,0.393896792
strip.random,Strip random effects,herbaceous.biomass.cn.ratio,Herbaceous biomass C:N ratio,15.01534536,R,Reference,0.129819224,-0.501723962,0.774095634,-0.104290717,0.387548951
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,A,Balled-and-burlapped,-0.081401295,-0.146919821,-0.015030212,-0.107132685,-0.056033766
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,B,Bareroot,0.093437508,0.004390384,0.184147572,0.057690759,0.127632444
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,C,Seedling,0.092698848,0.002276792,0.18261205,0.059596734,0.129842791
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,D,Acorn,0.028075314,-0.066601148,0.118687832,-0.009171939,0.062564639
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,E,Seedbank,0.042266079,-0.051365065,0.134271819,0.007605625,0.079729841
simple,Fixed effects only,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,R,Reference,0.205128015,0.116110054,0.287552499,0.168642582,0.235158549
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,A,Balled-and-burlapped,-0.074215046,-0.154180017,0.006869753,-0.104275678,-0.043248311
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,B,Bareroot,0.085500208,-0.021391601,0.193245971,0.05038627,0.132325068
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,C,Seedling,0.085029391,-0.023231589,0.192466415,0.045474291,0.127335195
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,D,Acorn,0.022721829,-0.092454751,0.136032384,-0.01847974,0.067188883
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,E,Seedbank,0.034067864,-0.076181578,0.141918356,-0.00533874,0.077763557
strip.random,Strip random effects,herbaceous.litter.cn.ratio,Herbaceous litter C:N ratio,17.74074474,R,Reference,0.197290963,0.079863242,0.315993981,0.156966067,0.243826015
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,A,Balled-and-burlapped,0.154917622,-0.076026253,0.396016432,0.091809668,0.273862088
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,B,Bareroot,0.05660097,-0.276449188,0.385166715,-0.07731968,0.171635946
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,C,Seedling,-0.252992187,-0.646931411,0.135366398,-0.403511798,-0.108094055
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,D,Acorn,-0.153096529,-0.51180436,0.229958698,-0.29456744,-0.013381237
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,E,Seedbank,-0.794208341,-1.322946174,-0.210040606,-0.936971931,-0.52332311
simple,Fixed effects only,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,R,Reference,-0.263346971,-0.651531125,0.138680632,-0.395981789,-0.096493722
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,A,Balled-and-burlapped,0.098363523,-0.246419312,0.427709466,0.028688011,0.279219412
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,B,Bareroot,0.095676432,-0.360682544,0.545260186,-0.086331336,0.249190336
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,C,Seedling,-0.209291259,-0.704389161,0.285713058,-0.393007758,-0.024560531
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,D,Acorn,-0.106923947,-0.606978232,0.403712906,-0.315775242,0.054770541
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,E,Seedbank,-0.7176451,-1.342649327,-0.114442456,-0.90526084,-0.448097967
strip.random,Strip random effects,fine.woody.debris.cn.ratio,Fine woody debris C:N ratio,43.56954757,R,Reference,-0.193157786,-0.775385347,0.390487573,-0.422764581,-0.004482623
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,A,Balled-and-burlapped,-0.359108713,-0.874877678,0.174620941,-0.512764179,-0.098232108
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,B,Bareroot,1.036318937,0.466452465,1.643040323,0.751020446,1.206705566
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,C,Seedling,0.556816403,-0.116087273,1.228702869,0.308903218,0.825714256
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,D,Acorn,-0.944463501,-2.040634247,0.094440374,-1.278942526,-0.428489851
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,E,Seedbank,-0.925960134,-2.000604138,0.110690437,-1.227882903,-0.383065189
simple,Fixed effects only,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,R,Reference,0.56851715,-0.090200916,1.243588239,0.322092369,0.828390423
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,A,Balled-and-burlapped,-0.414101011,-0.983339962,0.171130277,-0.576781695,-0.122214852
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,B,Bareroot,1.022575503,0.375652551,1.716477418,0.739305415,1.253489757
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,C,Seedling,0.553597622,-0.167846882,1.303991644,0.282058039,0.847806197
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,D,Acorn,-0.938339381,-2.07382189,0.142775171,-1.285392736,-0.399074275
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,E,Seedbank,-0.933820989,-2.040348041,0.139849077,-1.277061905,-0.406094104
strip.random,Strip random effects,total.fwd.carbon,Fine woody debris (< 7.6 cm),3.585195192,R,Reference,0.566358909,-0.219401738,1.373451222,0.253206574,0.863442695
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,A,Balled-and-burlapped,-0.652457981,-1.436969565,0.250540371,-0.830298066,-0.174236855
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,B,Bareroot,0.808117905,-0.312038789,1.938013339,0.47597552,1.304176518
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,C,Seedling,0.015726953,-1.248797968,1.288802602,-0.299841226,0.706377316
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,D,Acorn,-0.373854833,-1.693667442,0.8828414,-0.778066466,0.25175162
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,E,Seedbank,-0.542533859,-1.865969131,0.727641081,-0.972640815,0.075526704
simple,Fixed effects only,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,R,Reference,0.945645041,-0.157872368,2.041307888,0.688875889,1.498152593
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,A,Balled-and-burlapped,-1.037955346,-2.283070876,0.290433152,-1.10491689,-0.230772331
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,B,Bareroot,0.653329161,-0.643979402,1.980530739,0.343521262,1.338250045
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,C,Seedling,0.001704208,-1.3571062,1.370358063,-0.389749495,0.695268944
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,D,Acorn,-0.3201194,-1.714222705,1.066220344,-0.822211048,0.294810887
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,E,Seedbank,-0.483154298,-1.844037486,0.886236808,-0.984565476,0.10818524
strip.random,Strip random effects,total.cwd.carbon,Coarse woody debris (>= 7.6 cm),5.951136472,R,Reference,0.791200853,-0.529853322,2.085634802,0.416347491,1.416065834
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,A,Balled-and-burlapped,-0.628357953,-1.155581965,-0.09590666,-0.784886755,-0.357725563
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,B,Bareroot,1.243539153,0.670074747,1.833257749,0.976433101,1.439968371
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,C,Seedling,0.338119504,-0.413767459,1.128200401,0.126258317,0.713477708
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,D,Acorn,-0.453843564,-1.47971937,0.534974443,-0.679785949,0.098833365
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,E,Seedbank,-1.033618134,-2.133914142,0.042902328,-1.366553716,-0.496949746
simple,Fixed effects only,total.snag.carbon,Standing dead trees,1.222381293,R,Reference,1.394897613,0.831716306,1.969284171,1.135257023,1.58936409
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,A,Balled-and-burlapped,-0.672845369,-1.289175753,-0.049983772,-0.842560267,-0.35438401
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,B,Bareroot,1.181577136,0.450475209,1.917849439,0.925877418,1.491449033
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,C,Seedling,0.336595585,-0.533266124,1.199529385,0.071788988,0.732361113
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,D,Acorn,-0.447077203,-1.538849767,0.623190569,-0.758167273,0.07588088
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,E,Seedbank,-1.059189722,-2.183237378,0.096410832,-1.408055258,-0.492332144
strip.random,Strip random effects,total.snag.carbon,Standing dead trees,1.222381293,R,Reference,1.236444094,0.383694361,2.097688197,1.01290588,1.634175236
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,A,Balled-and-burlapped,-0.667081795,-1.508176461,0.196333232,-0.91782366,-0.224456078
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,B,Bareroot,-0.057282378,-1.366047978,1.225882142,-0.412226156,0.618205177
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,C,Seedling,-0.57243406,-1.854970325,0.722268148,-1.010691586,0.026738375
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,D,Acorn,-0.62658324,-1.927418379,0.654668137,-1.06476263,-0.015873902
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,E,Seedbank,-0.624777718,-1.902231249,0.663464967,-1.081108864,-0.029386139
simple,Fixed effects only,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,R,Reference,2.043803543,1.170889366,2.942977323,1.625677188,2.337332167
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,A,Balled-and-burlapped,-2.341635879,-4.68119588,0.031903991,-2.480671109,-0.633162732
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,B,Bareroot,0.081685858,-1.427592692,1.57555312,-0.502768341,0.716181677
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,C,Seedling,-0.341554974,-1.835914781,1.175850032,-0.931812519,0.300004071
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,D,Acorn,-0.315644733,-1.868419309,1.178063835,-0.947308279,0.287030375
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,E,Seedbank,-0.363183001,-1.893247739,1.116829353,-0.995152061,0.213780659
strip.random,Strip random effects,snag.frax.live.carbon,Live F. pennsylvanica (>= 2.5 cm),10.27456481,R,Reference,1.021117398,-0.613747409,2.669501764,0.46702234,1.848788385
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,A,Balled-and-burlapped,-0.613058276,-1.460635635,0.252065502,-0.825394643,-0.141504311
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,B,Bareroot,0.078212042,-1.209942556,1.327933781,-0.217177541,0.760436209
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,C,Seedling,-0.578923266,-1.877861138,0.706229119,-0.981194515,0.057041092
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,D,Acorn,-0.640431144,-1.923822441,0.625539635,-1.07416645,-0.029561254
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,E,Seedbank,-0.650529539,-1.920055109,0.627408121,-1.060685491,-0.026778727
simple,Fixed effects only,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,R,Reference,1.885775675,1.017699296,2.803280792,1.459196122,2.16965812
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,A,Balled-and-burlapped,-2.154519242,-4.346073333,0.080904613,-2.344868317,-0.618727574
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,B,Bareroot,0.224457208,-1.264120094,1.687088254,-0.296808994,0.893032103
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,C,Seedling,-0.36886032,-1.883741969,1.146889731,-0.957422847,0.260049136
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,D,Acorn,-0.344047513,-1.863825891,1.184464937,-0.909710101,0.327160317
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,E,Seedbank,-0.406778999,-1.906781485,1.109703961,-1.042060712,0.176086858
strip.random,Strip random effects,snag.frax.dead.carbon,Dead F. pennsylvanica (>= 2.5 cm),0.472887632,R,Reference,0.935298623,-0.693582969,2.482974528,0.41971982,1.753981858
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,A,Balled-and-burlapped,-0.032046961,-0.717981724,0.659108501,-0.098201151,0.415719346
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,B,Bareroot,-0.527329585,-1.538615452,0.580253118,-0.878549154,-0.069693063
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,C,Seedling,0.528616755,-0.237487109,1.354658882,0.156555761,0.749361996
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,D,Acorn,-0.704092303,-1.822643867,0.387725952,-1.045180932,-0.189624892
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,E,Seedbank,-0.903731109,-2.026771153,0.262472988,-1.291877074,-0.388859678
simple,Fixed effects only,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,R,Reference,-0.222954981,-1.207641095,0.808097257,-0.54444947,0.197233898
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,A,Balled-and-burlapped,-0.264682681,-1.120979905,0.622527857,-0.336158548,0.314530781
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,B,Bareroot,-0.467017582,-1.650338925,0.649165844,-0.855828865,0.027826518
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,C,Seedling,0.571792959,-0.353117692,1.485633972,0.185378525,0.879154172
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,D,Acorn,-0.610940545,-1.832725263,0.597365676,-1.056447452,-0.120948806
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,E,Seedbank,-0.832155291,-2.031907169,0.427220179,-1.309974795,-0.348358164
strip.random,Strip random effects,total.abg.wood.carbon,Aboveground woody biomass,80.24059822,R,Reference,-0.098249623,-1.229775159,1.056985778,-0.555448387,0.31525818
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,A,Balled-and-burlapped,-0.033836031,-0.706362914,0.650442663,-0.100541601,0.414297274
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,B,Bareroot,-0.516356338,-1.589954122,0.547087888,-0.839215298,-0.019679999
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,C,Seedling,0.543351229,-0.23033579,1.359375,0.159684318,0.749731501
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,D,Acorn,-0.699318703,-1.779582758,0.434006779,-1.100845651,-0.247108135
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,E,Seedbank,-0.905816468,-2.048173972,0.222659902,-1.230167883,-0.337237829
simple,Fixed effects only,total.bg.wood.carbon,Belowground woody biomass,16.47585462,R,Reference,-0.209874641,-1.153087569,0.822295702,-0.561815827,0.179462106
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,A,Balled-and-burlapped,-0.29574921,-1.145571337,0.622749037,-0.359375828,0.291855183
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,B,Bareroot,-0.449179576,-1.629809701,0.665561702,-0.842081096,0.040510438
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,C,Seedling,0.586617139,-0.31766546,1.523101842,0.210740946,0.905755561
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,D,Acorn,-0.602143596,-1.815949088,0.603176963,-0.988405453,-0.051640825
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,E,Seedbank,-0.831389154,-2.076667825,0.389269444,-1.281024868,-0.318082778
strip.random,Strip random effects,total.bg.wood.carbon,Belowground woody biomass,16.47585462,R,Reference,-0.090154237,-1.229004434,1.079784956,-0.525228607,0.351458085
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,A,Balled-and-burlapped,-0.024514873,-0.68713534,0.667516953,-0.102674133,0.406899275
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,B,Bareroot,-0.53098714,-1.554377836,0.570075413,-0.874763474,-0.061826455
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,C,Seedling,0.530393568,-0.2266714,1.333257612,0.168086236,0.754071726
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,D,Acorn,-0.706154525,-1.833507659,0.354701467,-1.094983042,-0.237019335
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,E,Seedbank,-0.903296796,-2.05984855,0.210490784,-1.281707366,-0.38855802
simple,Fixed effects only,total.live.carbon,Total live vegetation,97.35197862,R,Reference,-0.215630426,-1.161859234,0.780522182,-0.5269935,0.197924317
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,A,Balled-and-burlapped,-0.260053886,-1.103434079,0.617278649,-0.356989088,0.290706595
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,B,Bareroot,-0.470828776,-1.608125318,0.697691195,-0.879884947,0.004124855
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,C,Seedling,0.578896403,-0.32069094,1.526015427,0.185068199,0.882629209
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,D,Acorn,-0.621970472,-1.842553936,0.593848906,-1.092323201,-0.143368353
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,E,Seedbank,-0.82849455,-2.03240653,0.417611279,-1.284840295,-0.324737965
strip.random,Strip random effects,total.live.carbon,Total live vegetation,97.35197862,R,Reference,-0.095143581,-1.233039785,1.062088329,-0.569766671,0.299381175
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,A,Balled-and-burlapped,-0.527410955,-1.014241433,-0.032534671,-0.671843324,-0.277637535
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,B,Bareroot,1.095029072,0.546916453,1.657409891,0.853151224,1.291048515
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,C,Seedling,0.489661709,-0.158721491,1.165974883,0.250881915,0.759633977
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,D,Acorn,-0.464844102,-1.422168746,0.481147278,-0.703734853,0.024502499
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,E,Seedbank,-0.663954325,-1.660104195,0.350070713,-0.89897135,-0.105291344
simple,Fixed effects only,total.dead.carbon,Total dead vegetation,12.71778994,R,Reference,1.015108237,0.476266463,1.607108591,0.767042979,1.208143799
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,A,Balled-and-burlapped,-0.544295847,-1.079903705,0.013822298,-0.705172786,-0.270055622
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,B,Bareroot,1.06327753,0.444470727,1.720655721,0.80339237,1.294750935
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,C,Seedling,0.448572233,-0.279047522,1.218844549,0.196840524,0.767682398
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,D,Acorn,-0.472504079,-1.470005808,0.530090445,-0.737705281,0.039923416
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,E,Seedbank,-0.671320633,-1.702626697,0.355569762,-0.956265125,-0.142497655
strip.random,Strip random effects,total.dead.carbon,Total dead vegetation,12.71778994,R,Reference,0.9648365,0.258398997,1.660490705,0.714010247,1.245487994
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,A,Balled-and-burlapped,-0.003277338,-0.612971092,0.583670239,-0.088243982,0.365522744
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,B,Bareroot,-0.399189363,-1.347338458,0.552716651,-0.661934446,0.049870262
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,C,Seedling,0.492386483,-0.211183338,1.216463722,0.156641688,0.686890689
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,D,Acorn,-0.74086408,-1.807925753,0.285795614,-1.063464867,-0.259266309
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,E,Seedbank,-0.950964782,-2.023353142,0.155281823,-1.295777794,-0.440640038
simple,Fixed effects only,total.veg.carbon,Total vegetation,110.0697686,R,Reference,-0.115837693,-0.961015531,0.777314856,-0.397870841,0.24961414
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,A,Balled-and-burlapped,-0.191313568,-0.922751309,0.594195304,-0.290625963,0.271435041
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,B,Bareroot,-0.344512875,-1.381388683,0.710142074,-0.667544923,0.117708469
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,C,Seedling,0.542190802,-0.279130874,1.397076885,0.197856738,0.833204076
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,D,Acorn,-0.664131571,-1.814396947,0.467047446,-1.080860992,-0.198978999
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,E,Seedbank,-0.88767292,-2.030658417,0.308183626,-1.29809322,-0.373063321
strip.random,Strip random effects,total.veg.carbon,Total vegetation,110.0697686,R,Reference,-0.011932689,-1.068280964,1.001361629,-0.385843989,0.390785558
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,A,Balled-and-burlapped,0.117122231,-0.154270821,0.411089157,0.044535754,0.259100829
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,B,Bareroot,-0.310381995,-0.794114604,0.181358716,-0.460971233,-0.098970175
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,C,Seedling,0.185412564,-0.184079987,0.558216917,0.031962993,0.314899187
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,D,Acorn,-0.540503895,-1.096587771,0.005642459,-0.715771455,-0.300438549
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,E,Seedbank,-0.609237404,-1.171632796,-0.016379701,-0.764724446,-0.334556619
simple,Fixed effects only,total.ecosystem.carbon,Total ecosystem,222.1197127,R,Reference,-0.051825508,-0.467821939,0.368817822,-0.206920553,0.108316392
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,A,Balled-and-burlapped,0.074110401,-0.284388761,0.424778331,-0.004332682,0.26359551
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,B,Bareroot,-0.291392694,-0.849573546,0.268209124,-0.493490049,-0.075106797
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,C,Seedling,0.205193745,-0.241433044,0.67668835,0.025253301,0.368977886
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,D,Acorn,-0.517940379,-1.156958077,0.111670069,-0.716274444,-0.23894138
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,E,Seedbank,-0.59523269,-1.246092129,0.049352883,-0.803925619,-0.318124013
strip.random,Strip random effects,total.ecosystem.carbon,Total ecosystem,222.1197127,R,Reference,-0.014335836,-0.567222994,0.526203216,-0.2267026,0.17475315
